backbone,model_name,cell_id,order_name,task_sequence,seed,method,budget,status,total_wall_time_seconds,resumed
BERT-base,bert-base-uncased,cell_064_O2_seed227_random_replay_b256,O2,ag_news/rte/mrpc/sst2,227,random_replay,256,PASS,16.469075679779053,False
BERT-base,bert-base-uncased,cell_065_O2_seed227_class_balanced_replay_b16,O2,ag_news/rte/mrpc/sst2,227,class_balanced_replay,16,PASS,15.180999279022217,False
BERT-base,bert-base-uncased,cell_066_O2_seed227_class_balanced_replay_b64,O2,ag_news/rte/mrpc/sst2,227,class_balanced_replay,64,PASS,13.03036618232727,False
BERT-base,bert-base-uncased,cell_067_O2_seed227_class_balanced_replay_b256,O2,ag_news/rte/mrpc/sst2,227,class_balanced_replay,256,PASS,19.013630867004395,False
BERT-base,bert-base-uncased,cell_068_O2_seed227_hard_example_replay_b16,O2,ag_news/rte/mrpc/sst2,227,hard_example_replay,16,PASS,14.800417423248291,False
BERT-base,bert-base-uncased,cell_069_O2_seed227_hard_example_replay_b64,O2,ag_news/rte/mrpc/sst2,227,hard_example_replay,64,PASS,18.61216139793396,False
BERT-base,bert-base-uncased,cell_070_O2_seed227_hard_example_replay_b256,O2,ag_news/rte/mrpc/sst2,227,hard_example_replay,256,PASS,19.708536386489868,False
BERT-base,bert-base-uncased,cell_071_O2_seed349_no_replay_b0,O2,ag_news/rte/mrpc/sst2,349,no_replay,0,PASS,16.804980993270874,False
BERT-base,bert-base-uncased,cell_072_O2_seed349_random_replay_b16,O2,ag_news/rte/mrpc/sst2,349,random_replay,16,PASS,13.077600002288818,False
BERT-base,bert-base-uncased,cell_073_O2_seed349_random_replay_b64,O2,ag_news/rte/mrpc/sst2,349,random_replay,64,PASS,16.506714344024658,False
BERT-base,bert-base-uncased,cell_074_O2_seed349_random_replay_b256,O2,ag_news/rte/mrpc/sst2,349,random_replay,256,PASS,16.16153120994568,False
BERT-base,bert-base-uncased,cell_075_O2_seed349_class_balanced_replay_b16,O2,ag_news/rte/mrpc/sst2,349,class_balanced_replay,16,PASS,12.263285160064697,False
BERT-base,bert-base-uncased,cell_076_O2_seed349_class_balanced_replay_b64,O2,ag_news/rte/mrpc/sst2,349,class_balanced_replay,64,PASS,15.959312677383423,False
BERT-base,bert-base-uncased,cell_077_O2_seed349_class_balanced_replay_b256,O2,ag_news/rte/mrpc/sst2,349,class_balanced_replay,256,PASS,15.935028553009033,False
BERT-base,bert-base-uncased,cell_078_O2_seed349_hard_example_replay_b16,O2,ag_news/rte/mrpc/sst2,349,hard_example_replay,16,PASS,17.619529724121094,False
BERT-base,bert-base-uncased,cell_079_O2_seed349_hard_example_replay_b64,O2,ag_news/rte/mrpc/sst2,349,hard_example_replay,64,PASS,15.496188163757324,False
BERT-base,bert-base-uncased,cell_080_O2_seed349_hard_example_replay_b256,O2,ag_news/rte/mrpc/sst2,349,hard_example_replay,256,PASS,21.362884759902954,False
BERT-base,bert-base-uncased,cell_081_O2_seed461_no_replay_b0,O2,ag_news/rte/mrpc/sst2,461,no_replay,0,PASS,11.954050540924072,False
BERT-base,bert-base-uncased,cell_082_O2_seed461_random_replay_b16,O2,ag_news/rte/mrpc/sst2,461,random_replay,16,PASS,15.503658294677734,False
BERT-base,bert-base-uncased,cell_083_O2_seed461_random_replay_b64,O2,ag_news/rte/mrpc/sst2,461,random_replay,64,PASS,13.362087726593018,False
BERT-base,bert-base-uncased,cell_084_O2_seed461_random_replay_b256,O2,ag_news/rte/mrpc/sst2,461,random_replay,256,PASS,16.051337718963623,False
BERT-base,bert-base-uncased,cell_085_O2_seed461_class_balanced_replay_b16,O2,ag_news/rte/mrpc/sst2,461,class_balanced_replay,16,PASS,15.200611114501953,False
BERT-base,bert-base-uncased,cell_086_O2_seed461_class_balanced_replay_b64,O2,ag_news/rte/mrpc/sst2,461,class_balanced_replay,64,PASS,13.038096189498901,False
BERT-base,bert-base-uncased,cell_087_O2_seed461_class_balanced_replay_b256,O2,ag_news/rte/mrpc/sst2,461,class_balanced_replay,256,PASS,19.19724154472351,False
BERT-base,bert-base-uncased,cell_088_O2_seed461_hard_example_replay_b16,O2,ag_news/rte/mrpc/sst2,461,hard_example_replay,16,PASS,14.937628984451294,False
BERT-base,bert-base-uncased,cell_089_O2_seed461_hard_example_replay_b64,O2,ag_news/rte/mrpc/sst2,461,hard_example_replay,64,PASS,18.442790985107422,False
BERT-base,bert-base-uncased,cell_090_O2_seed461_hard_example_replay_b256,O2,ag_news/rte/mrpc/sst2,461,hard_example_replay,256,PASS,21.048827171325684,False
BERT-base,bert-base-uncased,cell_091_O2_seed587_no_replay_b0,O2,ag_news/rte/mrpc/sst2,587,no_replay,0,PASS,15.516519546508789,False
BERT-base,bert-base-uncased,cell_092_O2_seed587_random_replay_b16,O2,ag_news/rte/mrpc/sst2,587,random_replay,16,PASS,12.90610647201538,False
BERT-base,bert-base-uncased,cell_093_O2_seed587_random_replay_b64,O2,ag_news/rte/mrpc/sst2,587,random_replay,64,PASS,16.125549793243408,False
BERT-base,bert-base-uncased,cell_094_O2_seed587_random_replay_b256,O2,ag_news/rte/mrpc/sst2,587,random_replay,256,PASS,15.950064659118652,False
BERT-base,bert-base-uncased,cell_095_O2_seed587_class_balanced_replay_b16,O2,ag_news/rte/mrpc/sst2,587,class_balanced_replay,16,PASS,12.218518018722534,False
BERT-base,bert-base-uncased,cell_096_O2_seed587_class_balanced_replay_b64,O2,ag_news/rte/mrpc/sst2,587,class_balanced_replay,64,PASS,15.96271824836731,False
BERT-base,bert-base-uncased,cell_097_O2_seed587_class_balanced_replay_b256,O2,ag_news/rte/mrpc/sst2,587,class_balanced_replay,256,PASS,15.991786003112793,False
BERT-base,bert-base-uncased,cell_098_O2_seed587_hard_example_replay_b16,O2,ag_news/rte/mrpc/sst2,587,hard_example_replay,16,PASS,17.775033712387085,False
BERT-base,bert-base-uncased,cell_099_O2_seed587_hard_example_replay_b64,O2,ag_news/rte/mrpc/sst2,587,hard_example_replay,64,PASS,15.439956903457642,False
BERT-base,bert-base-uncased,cell_100_O2_seed587_hard_example_replay_b256,O2,ag_news/rte/mrpc/sst2,587,hard_example_replay,256,PASS,21.58366060256958,False
